s	Lv	Rv	Ld	Rd
13131.5	-1.80000007152557E-4	4.6000000834465E-4	3.30000013113022E-4	2.39999994635582E-4
13131.75	-7.00000002980232E-5	4.6000000834465E-4	3.49999994039536E-4	1.70000001788139E-4
13132	1.19999997317791E-4	4.09999996423721E-4	3.60000014305115E-4	1.50000005960464E-4
13132.25	2.8999999165535E-4	3.40000003576279E-4	3.79999995231628E-4	1.99999995529652E-5
13132.5	4.39999997615814E-4	2.09999993443489E-4	3.49999994039536E-4	-2.99999993294477E-5
13132.75	4.79999989271164E-4	5.00000007450581E-5	3.19999992847443E-4	-1.19999997317791E-4
13133	4.49999988079071E-4	-1.19999997317791E-4	2.00000002980232E-4	-1.50000005960464E-4
13133.25	3.89999985694885E-4	-2.80000001192093E-4	1.50000005960464E-4	-2.59999990463257E-4
13133.5	3.19999992847443E-4	-3.60000014305115E-4	0	-3.70000004768372E-4
13133.75	2.39999994635582E-4	-4.30000007152557E-4	-3.99999991059303E-5	-5.50000011920929E-4
13134	1.19999997317791E-4	-4.69999998807907E-4	-9.00000035762787E-5	-6.80000007152557E-4
13134.25	3.99999991059303E-5	-5E-4	-1.99999995529652E-5	-7.59999990463257E-4
13134.5	9.9999997764826E-6	-4.30000007152557E-4	9.9999997764826E-6	-7.90000021457672E-4
13134.75	3.99999991059303E-5	-3.40000003576279E-4	0	-8.29999983310699E-4
13135	1.19999997317791E-4	-2.19999998807907E-4	-5.99999986588955E-5	-8.50000023841858E-4
13135.25	2.39999994635582E-4	-1.70000001788139E-4	-1.50000005960464E-4	-7.90000021457672E-4
13135.5	3.40000003576279E-4	-1.59999996423721E-4	-2.00000002980232E-4	-7.09999978542328E-4
13135.75	4.30000007152557E-4	-1.59999996423721E-4	-2.70000010728836E-4	-5.89999973773956E-4
13136	4.90000009536743E-4	-2.19999998807907E-4	-2.70000010728836E-4	-5.69999992847443E-4
13136.25	5.79999983310699E-4	-2.5E-4	-3.79999995231628E-4	-5.79999983310699E-4
13136.5	6.49999976158142E-4	-3.10000002384186E-4	-4.30000007152557E-4	-6.20000004768372E-4
13136.75	7.09999978542328E-4	-3.00000011920929E-4	-4.49999988079071E-4	-5.19999980926514E-4
13137	7.90000021457672E-4	-2.80000001192093E-4	-3.70000004768372E-4	-4.00000005960464E-4
13137.25	8.60000014305115E-4	-2.39999994635582E-4	-3.10000002384186E-4	-3.40000003576279E-4
13137.5	8.99999976158142E-4	-1.19999997317791E-4	-2.59999990463257E-4	-4.00000005960464E-4
13137.75	8.70000004768372E-4	-5.99999986588955E-5	-2.00000002980232E-4	-4.00000005960464E-4
13138	8.29999983310699E-4	-5.99999986588955E-5	-1.19999997317791E-4	-3.60000014305115E-4
13138.25	7.69999980926514E-4	-1.29999995231628E-4	-1.00000001490116E-4	-2.39999994635582E-4
13138.5	7.30000019073486E-4	-1.89999997615814E-4	-1.59999996423721E-4	-1.40000000596046E-4
13138.75	7.20000028610229E-4	-3.10000002384186E-4	-2.8999999165535E-4	-5.00000007450581E-5
13139	7.09999978542328E-4	-4.19999986886978E-4	-5E-4	3.99999991059303E-5
13139.25	6.70000016689301E-4	-5.60000002384186E-4	-6.60000026226044E-4	0
13139.5	5.69999992847443E-4	-7.09999978542328E-4	-7.90000021457672E-4	3.99999991059303E-5
13139.75	4.39999997615814E-4	-8.29999983310699E-4	-8.10000002384186E-4	-5.99999986588955E-5
13140	3.19999992847443E-4	-9.49999988079071E-4	-8.00000011920929E-4	-1.09999999403954E-4
13140.25	1.09999999403954E-4	-9.80000019073486E-4	-7.90000021457672E-4	-2.8999999165535E-4
13140.5	-7.00000002980232E-5	-0.00101999998092651	-8.10000002384186E-4	-3.30000013113022E-4
13140.75	-3.30000013113022E-4	-0.00113999998569489	-7.5E-4	-3.19999992847443E-4
13141	-5.50000011920929E-4	-0.00128999996185303	-5.79999983310699E-4	-2.30000004172325E-4
13141.25	-7.69999980926514E-4	-0.00137000000476837	-3.89999985694885E-4	-1.00000001490116E-4
13141.5	-8.99999976158142E-4	-0.00136000001430511	-2.8999999165535E-4	-9.00000035762787E-5
13141.75	-9.59999978542328E-4	-0.00125999999046326	-3.19999992847443E-4	-1.00000001490116E-4
13142	-9.90000009536743E-4	-0.0010900000333786	-3.60000014305115E-4	-2.00000002980232E-4
13142.25	-9.59999978542328E-4	-8.39999973773956E-4	-4.6000000834465E-4	-1.59999996423721E-4
13142.5	-8.79999995231628E-4	-5.69999992847443E-4	-5.40000021457672E-4	-1.50000005960464E-4
13142.75	-7.09999978542328E-4	-3.49999994039536E-4	-6.99999988079071E-4	-1.50000005960464E-4
13143	-5E-4	-9.00000035762787E-5	-8.10000002384186E-4	-1.89999997615814E-4
13143.25	-2.8999999165535E-4	1.09999999403954E-4	-9.49999988079071E-4	-2.5E-4
13143.5	-1.29999995231628E-4	2.39999994635582E-4	-0.00101999998092651	-2.39999994635582E-4
13143.75	-1.99999995529652E-5	2.5E-4	-0.00107000005245209	-2.5E-4
13144	7.00000002980232E-5	2.30000004172325E-4	-0.00104999995231628	-1.89999997615814E-4
13144.25	1.19999997317791E-4	2.09999993443489E-4	-0.00102999997138977	-2.09999993443489E-4
13144.5	1.19999997317791E-4	1.50000005960464E-4	-0.00107000005245209	-3.00000011920929E-4
13144.75	1.99999995529652E-5	1.09999999403954E-4	-0.00113999998569489	-4.30000007152557E-4
13145	-9.00000035762787E-5	5.00000007450581E-5	-0.00121000003814697	-4.19999986886978E-4
13145.25	-1.89999997615814E-4	2.99999993294477E-5	-0.00121000003814697	-3.79999995231628E-4
13145.5	-2.80000001192093E-4	-3.99999991059303E-5	-0.00120000004768372	-3.30000013113022E-4
13145.75	-3.30000013113022E-4	-9.00000035762787E-5	-0.00114999997615814	-3.49999994039536E-4
13146	-3.40000003576279E-4	-1.50000005960464E-4	-0.0010900000333786	-2.80000001192093E-4
13146.25	-3.60000014305115E-4	-2.70000010728836E-4	-9.30000007152557E-4	-1.70000001788139E-4
13146.5	-3.60000014305115E-4	-4.00000005960464E-4	-7.69999980926514E-4	-5.00000007450581E-5
13146.75	-3.79999995231628E-4	-5.40000021457672E-4	-5.50000011920929E-4	-1.99999995529652E-5
13147	-3.19999992847443E-4	-5.29999971389771E-4	-3.79999995231628E-4	-2.00000002980232E-4
13147.25	-2.59999990463257E-4	-4.79999989271164E-4	-2.8999999165535E-4	-3.60000014305115E-4
13147.5	-2.09999993443489E-4	-3.49999994039536E-4	-2.09999993443489E-4	-5.29999971389771E-4
13147.75	-1.19999997317791E-4	-1.89999997615814E-4	-1.40000000596046E-4	-4.69999998807907E-4
13148	-1.99999995529652E-5	3.99999991059303E-5	-1.99999995529652E-5	-4.69999998807907E-4
13148.25	1.19999997317791E-4	2.8999999165535E-4	1.00000001490116E-4	-4.30000007152557E-4
13148.5	2.00000002980232E-4	4.90000009536743E-4	2.30000004172325E-4	-4.00000005960464E-4
13148.75	3.00000011920929E-4	6.00000023841858E-4	3.79999995231628E-4	-2.5E-4
13149	4.00000005960464E-4	6.49999976158142E-4	5.29999971389771E-4	-1.09999999403954E-4
13149.25	4.6000000834465E-4	6.49999976158142E-4	6.29999995231628E-4	1.00000001490116E-4
13149.5	5.09999990463257E-4	5.89999973773956E-4	7.5E-4	2.39999994635582E-4
13149.75	5.50000011920929E-4	4.90000009536743E-4	7.79999971389771E-4	3.40000003576279E-4
13150	5.69999992847443E-4	3.89999985694885E-4	7.40000009536743E-4	3.49999994039536E-4
13150.25	4.90000009536743E-4	2.39999994635582E-4	6.60000026226044E-4	3.10000002384186E-4
13150.5	3.89999985694885E-4	1.00000001490116E-4	5.60000002384186E-4	3.19999992847443E-4
13150.75	3.10000002384186E-4	0	5E-4	2.8999999165535E-4
13151	2.30000004172325E-4	-9.00000035762787E-5	4.69999998807907E-4	2.59999990463257E-4
13151.25	1.70000001788139E-4	-1.89999997615814E-4	5E-4	2.30000004172325E-4
13151.5	9.00000035762787E-5	-4.09999996423721E-4	5.50000011920929E-4	3.10000002384186E-4
13151.75	3.99999991059303E-5	-5.89999973773956E-4	6.20000004768372E-4	4.09999996423721E-4
13152	-1.99999995529652E-5	-7.09999978542328E-4	6.20000004768372E-4	4.79999989271164E-4
13152.25	-5.99999986588955E-5	-7.90000021457672E-4	5.69999992847443E-4	4.19999986886978E-4
13152.5	-9.00000035762787E-5	-7.90000021457672E-4	4.30000007152557E-4	2.59999990463257E-4
13152.75	-9.00000035762787E-5	-7.09999978542328E-4	3.19999992847443E-4	1.59999996423721E-4
13153	-5.00000007450581E-5	-5E-4	2.8999999165535E-4	1.00000001490116E-4
13153.25	2.99999993294477E-5	-2.80000001192093E-4	2.80000001192093E-4	1.59999996423721E-4
13153.5	1.89999997615814E-4	-9.00000035762787E-5	2.5E-4	1.09999999403954E-4
13153.75	3.79999995231628E-4	1.19999997317791E-4	1.80000007152557E-4	7.00000002980232E-5
13154	5.89999973773956E-4	2.8999999165535E-4	1.59999996423721E-4	1.99999995529652E-5
13154.25	7.30000019073486E-4	3.70000004768372E-4	1.59999996423721E-4	5.00000007450581E-5
13154.5	8.39999973773956E-4	3.60000014305115E-4	1.50000005960464E-4	2.99999993294477E-5
13154.75	8.79999995231628E-4	4.00000005960464E-4	1.00000001490116E-4	5.99999986588955E-5
13155	8.50000023841858E-4	4.09999996423721E-4	2.99999993294477E-5	0
13155.25	7.5E-4	4.09999996423721E-4	-7.00000002980232E-5	-1.00000001490116E-4
13155.5	6.10000014305115E-4	4.19999986886978E-4	-9.00000035762787E-5	-2.30000004172325E-4
13155.75	4.69999998807907E-4	4.49999988079071E-4	-9.9999997764826E-6	-3.00000011920929E-4
13156	3.30000013113022E-4	5.29999971389771E-4	1.89999997615814E-4	-2.5E-4
13156.25	2.19999998807907E-4	5.69999992847443E-4	4.19999986886978E-4	-1.70000001788139E-4
13156.5	1.19999997317791E-4	6.60000026226044E-4	6.99999988079071E-4	-7.00000002980232E-5
13156.75	7.99999982118607E-5	7.20000028610229E-4	9.30000007152557E-4	7.00000002980232E-5
13157	-1.99999995529652E-5	6.60000026226044E-4	0.00113999998569489	2.39999994635582E-4
13157.25	-1.19999997317791E-4	5.29999971389771E-4	0.00123000001907349	3.19999992847443E-4
13157.5	-2.30000004172325E-4	3.70000004768372E-4	0.00121000003814697	4.09999996423721E-4
13157.75	-2.8999999165535E-4	2.8999999165535E-4	0.00110000002384186	2.8999999165535E-4
13158	-3.40000003576279E-4	2.09999993443489E-4	8.19999992847443E-4	2.70000010728836E-4
13158.25	-4.00000005960464E-4	2.00000002980232E-4	5.79999983310699E-4	2.09999993443489E-4
13158.5	-4.00000005960464E-4	2.70000010728836E-4	3.49999994039536E-4	3.10000002384186E-4
13158.75	-4.00000005960464E-4	3.89999985694885E-4	3.10000002384186E-4	4.30000007152557E-4
13159	-3.19999992847443E-4	5E-4	2.8999999165535E-4	4.90000009536743E-4
13159.25	-2.5E-4	6.39999985694885E-4	3.49999994039536E-4	5.50000011920929E-4
13159.5	-9.00000035762787E-5	7.59999990463257E-4	4.00000005960464E-4	5.89999973773956E-4
13159.75	2.99999993294477E-5	8.19999992847443E-4	4.69999998807907E-4	6.99999988079071E-4
13160	1.50000005960464E-4	8.29999983310699E-4	5E-4	8.60000014305115E-4
13160.25	2.39999994635582E-4	8.00000011920929E-4	5.29999971389771E-4	0.00102999997138977
13160.5	3.30000013113022E-4	7.90000021457672E-4	5.40000021457672E-4	0.00105999994277954
13160.75	3.19999992847443E-4	7.79999971389771E-4	4.90000009536743E-4	9.39999997615814E-4
13161	1.89999997615814E-4	7.40000009536743E-4	4.39999997615814E-4	7.5E-4
13161.25	3.99999991059303E-5	6.70000016689301E-4	3.60000014305115E-4	6.89999997615814E-4
13161.5	-9.00000035762787E-5	6.70000016689301E-4	3.79999995231628E-4	6.29999995231628E-4
13161.75	-1.89999997615814E-4	6.49999976158142E-4	4.69999998807907E-4	6.20000004768372E-4
13162	-3.10000002384186E-4	6.49999976158142E-4	6.29999995231628E-4	5.69999992847443E-4
13162.25	-4.19999986886978E-4	5.69999992847443E-4	7.20000028610229E-4	5.89999973773956E-4
13162.5	-5.29999971389771E-4	4.79999989271164E-4	7.69999980926514E-4	6.20000004768372E-4
13162.75	-6.00000023841858E-4	4.00000005960464E-4	7.40000009536743E-4	7.09999978542328E-4
13163	-6.49999976158142E-4	2.8999999165535E-4	7.59999990463257E-4	7.59999990463257E-4
13163.25	-6.29999995231628E-4	2.59999990463257E-4	6.39999985694885E-4	7.5E-4
13163.5	-6.00000023841858E-4	1.89999997615814E-4	4.6000000834465E-4	6.39999985694885E-4
13163.75	-5.69999992847443E-4	1.70000001788139E-4	2.59999990463257E-4	5.60000002384186E-4
13164	-5.69999992847443E-4	1.19999997317791E-4	1.19999997317791E-4	5.79999983310699E-4
13164.25	-5.69999992847443E-4	5.99999986588955E-5	-2.99999993294477E-5	6.00000023841858E-4
13164.5	-6.00000023841858E-4	1.99999995529652E-5	-1.70000001788139E-4	5.69999992847443E-4
13164.75	-6.70000016689301E-4	-2.99999993294477E-5	-2.30000004172325E-4	5E-4
13165	-7.30000019073486E-4	-1.40000000596046E-4	-1.89999997615814E-4	4.6000000834465E-4
13165.25	-7.79999971389771E-4	-2.8999999165535E-4	-1.00000001490116E-4	4.49999988079071E-4
13165.5	-7.69999980926514E-4	-3.19999992847443E-4	2.99999993294477E-5	4.19999986886978E-4
13165.75	-7.09999978542328E-4	-3.70000004768372E-4	2.00000002980232E-4	3.89999985694885E-4
13166	-6.39999985694885E-4	-3.89999985694885E-4	3.19999992847443E-4	2.70000010728836E-4
13166.25	-5.79999983310699E-4	-4.00000005960464E-4	3.70000004768372E-4	1.09999999403954E-4
13166.5	-5.50000011920929E-4	-3.60000014305115E-4	4.49999988079071E-4	-7.99999982118607E-5
13166.75	-4.90000009536743E-4	-2.70000010728836E-4	5.40000021457672E-4	-2.5E-4
13167	-4.09999996423721E-4	-2.00000002980232E-4	6.70000016689301E-4	-3.60000014305115E-4
13167.25	-3.70000004768372E-4	-3.99999991059303E-5	7.69999980926514E-4	-4.00000005960464E-4
13167.5	-3.10000002384186E-4	1.40000000596046E-4	8.79999995231628E-4	-3.40000003576279E-4
13167.75	-2.59999990463257E-4	2.5E-4	0.00103999996185303	-2.30000004172325E-4
13168	-2.19999998807907E-4	3.30000013113022E-4	0.00124000000953674	-1.29999995231628E-4
13168.25	-2.00000002980232E-4	3.89999985694885E-4	0.00146000003814697	2.99999993294477E-5
13168.5	-1.70000001788139E-4	4.49999988079071E-4	0.00170000004768372	7.99999982118607E-5
13168.75	-1.19999997317791E-4	4.79999989271164E-4	0.00175999999046326	1.70000001788139E-4
13169	-1.00000001490116E-4	4.79999989271164E-4	0.00173000001907349	1.89999997615814E-4
13169.25	-5.00000007450581E-5	4.90000009536743E-4	0.0015900000333786	2.80000001192093E-4
13169.5	1.99999995529652E-5	4.6000000834465E-4	0.00145000004768372	3.89999985694885E-4
13169.75	1.80000007152557E-4	3.60000014305115E-4	0.00126999998092651	4.30000007152557E-4
13170	2.59999990463257E-4	2.59999990463257E-4	0.00105999994277954	4.69999998807907E-4
13170.25	3.40000003576279E-4	1.09999999403954E-4	7.79999971389771E-4	4.79999989271164E-4
13170.5	3.40000003576279E-4	-7.00000002980232E-5	5.50000011920929E-4	5.50000011920929E-4
13170.75	3.10000002384186E-4	-2.80000001192093E-4	3.89999985694885E-4	5.69999992847443E-4
13171	2.5E-4	-4.49999988079071E-4	2.59999990463257E-4	6.60000026226044E-4
13171.25	2.09999993443489E-4	-5.50000011920929E-4	1.50000005960464E-4	6.29999995231628E-4
13171.5	2.00000002980232E-4	-5.69999992847443E-4	-2.99999993294477E-5	6.49999976158142E-4
13171.75	1.89999997615814E-4	-5.09999990463257E-4	-1.59999996423721E-4	5.79999983310699E-4
13172	1.89999997615814E-4	-3.70000004768372E-4	-2.30000004172325E-4	6.49999976158142E-4
13172.25	2.5E-4	-1.50000005960464E-4	-1.59999996423721E-4	6.99999988079071E-4
13172.5	4.00000005960464E-4	5.00000007450581E-5	-9.00000035762787E-5	7.40000009536743E-4
13172.75	5.79999983310699E-4	2.59999990463257E-4	3.99999991059303E-5	6.60000026226044E-4
13173	8.39999973773956E-4	3.89999985694885E-4	1.50000005960464E-4	6.29999995231628E-4
13173.25	0.00100999999046326	4.49999988079071E-4	2.80000001192093E-4	5.69999992847443E-4
13173.5	0.00114999997615814	4.69999998807907E-4	4.09999996423721E-4	5.40000021457672E-4
13173.75	0.00112000000476837	4.19999986886978E-4	5.69999992847443E-4	5E-4
13174	0.00104999995231628	4.30000007152557E-4	6.99999988079071E-4	3.19999992847443E-4
13174.25	9.10000026226044E-4	3.79999995231628E-4	6.99999988079071E-4	2.00000002980232E-4
13174.5	7.79999971389771E-4	4.00000005960464E-4	6.60000026226044E-4	0
13174.75	7.09999978542328E-4	3.89999985694885E-4	6.60000026226044E-4	5.99999986588955E-5
13175	6.39999985694885E-4	4.39999997615814E-4	7.90000021457672E-4	1.59999996423721E-4
13175.25	6.00000023841858E-4	5.09999990463257E-4	9.59999978542328E-4	2.8999999165535E-4
13175.5	5E-4	5.60000002384186E-4	0.00117999994754791	2.8999999165535E-4
13175.75	4.00000005960464E-4	5.60000002384186E-4	0.00136000001430511	1.80000007152557E-4
13176	2.59999990463257E-4	4.79999989271164E-4	0.00151999998092651	1.99999995529652E-5
13176.25	1.29999995231628E-4	4.30000007152557E-4	0.00161000001430511	-9.00000035762787E-5
13176.5	1.99999995529652E-5	3.70000004768372E-4	0.00161000001430511	-7.00000002980232E-5
13176.75	-7.00000002980232E-5	3.30000013113022E-4	0.00148000001907349	-5.00000007450581E-5
13177	-1.80000007152557E-4	2.80000001192093E-4	0.00121000003814697	9.9999997764826E-6
13177.25	-3.00000011920929E-4	2.39999994635582E-4	9.20000016689301E-4	-9.9999997764826E-6
13177.5	-3.70000004768372E-4	2.5E-4	6.60000026226044E-4	2.99999993294477E-5
13177.75	-3.60000014305115E-4	2.59999990463257E-4	4.79999989271164E-4	1.99999995529652E-5
13178	-3.30000013113022E-4	2.8999999165535E-4	4.00000005960464E-4	5.00000007450581E-5
13178.25	-2.70000010728836E-4	3.10000002384186E-4	4.00000005960464E-4	5.99999986588955E-5
13178.5	-2.39999994635582E-4	1.89999997615814E-4	4.69999998807907E-4	1.29999995231628E-4
13178.75	-2.00000002980232E-4	5.00000007450581E-5	5.29999971389771E-4	1.40000000596046E-4
13179	-1.89999997615814E-4	-7.99999982118607E-5	5.60000002384186E-4	1.50000005960464E-4
13179.25	-1.70000001788139E-4	-1.59999996423721E-4	6.00000023841858E-4	1.19999997317791E-4
13179.5	-1.40000000596046E-4	-2.19999998807907E-4	5.79999983310699E-4	9.9999997764826E-6
13179.75	-1.19999997317791E-4	-2.80000001192093E-4	4.30000007152557E-4	-9.00000035762787E-5
13180	-5.00000007450581E-5	-2.8999999165535E-4	2.80000001192093E-4	-1.59999996423721E-4
13180.25	3.99999991059303E-5	-2.8999999165535E-4	1.00000001490116E-4	-7.00000002980232E-5
13180.5	2.09999993443489E-4	-2.8999999165535E-4	-1.99999995529652E-5	1.99999995529652E-5
13180.75	3.19999992847443E-4	-2.59999990463257E-4	-2.00000002980232E-4	1.19999997317791E-4
13181	4.39999997615814E-4	-2.19999998807907E-4	-3.79999995231628E-4	1.00000001490116E-4
13181.25	4.69999998807907E-4	-2.39999994635582E-4	-4.90000009536743E-4	7.99999982118607E-5
13181.5	4.79999989271164E-4	-3.10000002384186E-4	-5E-4	3.99999991059303E-5
13181.75	4.69999998807907E-4	-3.10000002384186E-4	-4.30000007152557E-4	7.99999982118607E-5
13182	4.6000000834465E-4	-3.10000002384186E-4	-3.19999992847443E-4	5.99999986588955E-5
13182.25	4.30000007152557E-4	-2.8999999165535E-4	-2.59999990463257E-4	-9.9999997764826E-6
13182.5	3.89999985694885E-4	-2.30000004172325E-4	-2.70000010728836E-4	-1.29999995231628E-4
13182.75	3.89999985694885E-4	-1.00000001490116E-4	-2.70000010728836E-4	-1.70000001788139E-4
13183	4.00000005960464E-4	7.99999982118607E-5	-3.40000003576279E-4	-1.19999997317791E-4
13183.25	4.79999989271164E-4	1.70000001788139E-4	-4.39999997615814E-4	-9.00000035762787E-5
13183.5	5.50000011920929E-4	3.10000002384186E-4	-5.19999980926514E-4	-3.99999991059303E-5
13183.75	7.09999978542328E-4	4.19999986886978E-4	-5.79999983310699E-4	-5.00000007450581E-5
13184	8.39999973773956E-4	4.69999998807907E-4	-5.40000021457672E-4	-1.99999995529652E-5
13184.25	9.80000019073486E-4	4.90000009536743E-4	-4.69999998807907E-4	-7.99999982118607E-5
13184.5	0.00105999994277954	4.90000009536743E-4	-3.89999985694885E-4	-1.00000001490116E-4
13184.75	0.00114999997615814	5.60000002384186E-4	-3.10000002384186E-4	-2.70000010728836E-4
13185	0.00121000003814697	6.20000004768372E-4	-3.70000004768372E-4	-4.6000000834465E-4
13185.25	0.00117999994754791	7.20000028610229E-4	-5.19999980926514E-4	-6.89999997615814E-4
13185.5	0.00114999997615814	8.10000002384186E-4	-7.79999971389771E-4	-7.5E-4
13185.75	0.00111000001430511	9.10000026226044E-4	-0.0010900000333786	-6.49999976158142E-4
13186	0.00107000005245209	9.49999988079071E-4	-0.00128999996185303	-5.40000021457672E-4
13186.25	8.89999985694885E-4	8.70000004768372E-4	-0.00125999999046326	-4.19999986886978E-4
13186.5	7.09999978542328E-4	7.69999980926514E-4	-0.00107000005245209	-2.70000010728836E-4
13186.75	4.69999998807907E-4	5.69999992847443E-4	-7.79999971389771E-4	-1.29999995231628E-4
13187	2.8999999165535E-4	3.79999995231628E-4	-5.09999990463257E-4	-2.99999993294477E-5
13187.25	1.50000005960464E-4	1.40000000596046E-4	-2.30000004172325E-4	1.00000001490116E-4
13187.5	7.99999982118607E-5	-1.99999995529652E-5	0	1.29999995231628E-4
13187.75	2.99999993294477E-5	-1.40000000596046E-4	9.00000035762787E-5	1.59999996423721E-4
13188	-1.99999995529652E-5	-2.19999998807907E-4	1.00000001490116E-4	1.00000001490116E-4
13188.25	0	-2.59999990463257E-4	1.29999995231628E-4	9.00000035762787E-5
13188.5	2.99999993294477E-5	-2.30000004172325E-4	1.59999996423721E-4	7.99999982118607E-5
13188.75	1.19999997317791E-4	-1.19999997317791E-4	2.19999998807907E-4	3.99999991059303E-5
13189	1.89999997615814E-4	1.99999995529652E-5	2.19999998807907E-4	0
13189.25	2.59999990463257E-4	1.29999995231628E-4	2.09999993443489E-4	3.99999991059303E-5
13189.5	2.80000001192093E-4	2.19999998807907E-4	1.80000007152557E-4	5.99999986588955E-5
13189.75	2.8999999165535E-4	3.30000013113022E-4	1.50000005960464E-4	1.40000000596046E-4
13190	3.10000002384186E-4	4.00000005960464E-4	2.09999993443489E-4	2.19999998807907E-4
13190.25	3.60000014305115E-4	5.09999990463257E-4	3.00000011920929E-4	3.00000011920929E-4
13190.5	3.40000003576279E-4	5.89999973773956E-4	3.40000003576279E-4	3.30000013113022E-4
13190.75	3.30000013113022E-4	6.39999985694885E-4	3.70000004768372E-4	2.80000001192093E-4
13191	3.40000003576279E-4	6.20000004768372E-4	3.49999994039536E-4	3.30000013113022E-4
13191.25	4.00000005960464E-4	6.20000004768372E-4	4.30000007152557E-4	3.89999985694885E-4
13191.5	4.69999998807907E-4	6.39999985694885E-4	5.09999990463257E-4	4.39999997615814E-4
13191.75	5.69999992847443E-4	6.70000016689301E-4	6.20000004768372E-4	4.09999996423721E-4
13192	6.80000007152557E-4	5.69999992847443E-4	6.10000014305115E-4	3.10000002384186E-4
13192.25	6.99999988079071E-4	4.19999986886978E-4	4.39999997615814E-4	2.30000004172325E-4
13192.5	6.70000016689301E-4	2.59999990463257E-4	2.00000002980232E-4	1.19999997317791E-4
13192.75	5.69999992847443E-4	5.00000007450581E-5	-9.9999997764826E-6	1.59999996423721E-4
13193	4.30000007152557E-4	-1.19999997317791E-4	-2.30000004172325E-4	9.9999997764826E-6
13193.25	2.19999998807907E-4	-3.10000002384186E-4	-5.40000021457672E-4	-2.99999993294477E-5
13193.5	-9.9999997764826E-6	-4.19999986886978E-4	-7.59999990463257E-4	-1.89999997615814E-4
13193.75	-2.09999993443489E-4	-4.49999988079071E-4	-8.29999983310699E-4	-1.40000000596046E-4
13194	-3.40000003576279E-4	-4.69999998807907E-4	-7.5E-4	-1.59999996423721E-4
13194.25	-4.30000007152557E-4	-3.70000004768372E-4	-5.69999992847443E-4	-1.00000001490116E-4
13194.5	-4.49999988079071E-4	-2.80000001192093E-4	-3.40000003576279E-4	-1.19999997317791E-4
13194.75	-4.49999988079071E-4	-2.09999993443489E-4	-1.70000001788139E-4	-9.00000035762787E-5
13195	-4.19999986886978E-4	-2.09999993443489E-4	-1.80000007152557E-4	-1.50000005960464E-4
13195.25	-3.60000014305115E-4	-2.19999998807907E-4	-2.8999999165535E-4	-1.40000000596046E-4
13195.5	-2.5E-4	-2.5E-4	-4.69999998807907E-4	-1.40000000596046E-4
13195.75	-1.19999997317791E-4	-2.80000001192093E-4	-6.29999995231628E-4	-7.99999982118607E-5
13196	-7.99999982118607E-5	-2.59999990463257E-4	-8.79999995231628E-4	-1.09999999403954E-4
13196.25	-3.99999991059303E-5	-2.30000004172325E-4	-0.00103999996185303	-1.59999996423721E-4
13196.5	-1.99999995529652E-5	-1.29999995231628E-4	-0.00113999998569489	-1.80000007152557E-4
13196.75	1.09999999403954E-4	3.99999991059303E-5	-0.00104999995231628	-2.00000002980232E-4
13197	2.09999993443489E-4	1.70000001788139E-4	-8.19999992847443E-4	-1.59999996423721E-4
13197.25	3.40000003576279E-4	4.30000007152557E-4	-5.69999992847443E-4	-1.29999995231628E-4
13197.5	3.89999985694885E-4	5.50000011920929E-4	-3.00000011920929E-4	-2.99999993294477E-5
13197.75	3.40000003576279E-4	7.30000019073486E-4	-1.70000001788139E-4	0
13198	2.19999998807907E-4	7.59999990463257E-4	-7.99999982118607E-5	3.99999991059303E-5
13198.25	7.99999982118607E-5	8.10000002384186E-4	-2.09999993443489E-4	0
13198.5	-2.99999993294477E-5	8.10000002384186E-4	-4.00000005960464E-4	-9.00000035762787E-5
13198.75	-1.59999996423721E-4	7.79999971389771E-4	-6.39999985694885E-4	-7.00000002980232E-5
13199	-2.59999990463257E-4	7.09999978542328E-4	-6.80000007152557E-4	-5.00000007450581E-5
13199.25	-3.30000013113022E-4	6.89999997615814E-4	-7.20000028610229E-4	1.40000000596046E-4
13199.5	-3.19999992847443E-4	6.80000007152557E-4	-7.90000021457672E-4	1.09999999403954E-4
13199.75	-2.8999999165535E-4	6.80000007152557E-4	-9.20000016689301E-4	1.00000001490116E-4
13200	-2.00000002980232E-4	6.10000014305115E-4	-9.80000019073486E-4	0
13200.25	-1.00000001490116E-4	5.29999971389771E-4	-8.99999976158142E-4	5.99999986588955E-5
13200.5	2.99999993294477E-5	4.6000000834465E-4	-8.60000014305115E-4	9.00000035762787E-5
13200.75	1.70000001788139E-4	4.00000005960464E-4	-8.10000002384186E-4	1.50000005960464E-4
13201	3.49999994039536E-4	4.90000009536743E-4	-7.90000021457672E-4	-9.9999997764826E-6
13201.25	5E-4	6.00000023841858E-4	-8.60000014305115E-4	-1.00000001490116E-4
13201.5	6.10000014305115E-4	7.59999990463257E-4	-9.20000016689301E-4	-2.8999999165535E-4
13201.75	6.89999997615814E-4	8.50000023841858E-4	-9.20000016689301E-4	-3.60000014305115E-4
13202	7.59999990463257E-4	9.59999978542328E-4	-7.79999971389771E-4	-4.69999998807907E-4
13202.25	8.00000011920929E-4	0.0010900000333786	-6.80000007152557E-4	-4.79999989271164E-4
13202.5	7.59999990463257E-4	0.00113999998569489	-5.40000021457672E-4	-4.79999989271164E-4
13202.75	7.09999978542328E-4	0.00110000002384186	-5E-4	-3.40000003576279E-4
