s	Lv	Rv	Ld	Rd
1156	4.39999997615814E-4	-2.70000010728836E-4	1.99999995529652E-5	0
1156.25	3.70000004768372E-4	-3.19999992847443E-4	1.29999995231628E-4	-9.9999997764826E-6
1156.5	3.49999994039536E-4	-4.00000005960464E-4	4.19999986886978E-4	5.99999986588955E-5
1156.75	3.79999995231628E-4	-3.19999992847443E-4	6.49999976158142E-4	1.50000005960464E-4
1157	4.6000000834465E-4	-2.70000010728836E-4	8.79999995231628E-4	1.70000001788139E-4
1157.25	6.10000014305115E-4	5.00000007450581E-5	0.00100999999046326	1.29999995231628E-4
1157.5	7.59999990463257E-4	3.00000011920929E-4	0.00119000005722046	1.19999997317791E-4
1157.75	8.79999995231628E-4	6.70000016689301E-4	0.00151999998092651	1.89999997615814E-4
1158	0.00101999998092651	0.00104999995231628	0.0018400000333786	4.39999997615814E-4
1158.25	0.00111000001430511	0.00133000004291534	0.00223000001907349	5.79999983310699E-4
1158.5	0.00121000003814697	0.00154999995231628	0.00228999996185303	7.69999980926514E-4
1158.75	0.00122000002861023	0.00160000002384186	0.00225999999046326	8.19999992847443E-4
1159	0.00114999997615814	0.00158000004291534	0.00201999998092651	9.20000016689301E-4
1159.25	0.00104999995231628	0.00152999997138977	0.00175	0.00111000001430511
1159.5	8.70000004768372E-4	0.00142999994754791	0.00155999994277954	0.00124000000953674
1159.75	7.40000009536743E-4	0.00132000005245209	0.00128999996185303	0.00141999995708466
1160	6.10000014305115E-4	0.00119000005722046	0.00104999995231628	0.00142999994754791
1160.25	5.29999971389771E-4	0.00108000004291534	6.99999988079071E-4	0.00144000005722046
1160.5	4.6000000834465E-4	0.001	4.90000009536743E-4	0.00146000003814697
1160.75	3.79999995231628E-4	8.89999985694885E-4	4.90000009536743E-4	0.0015900000333786
1161	2.8999999165535E-4	8.10000002384186E-4	5.19999980926514E-4	0.0016599999666214
1161.25	2.00000002980232E-4	6.99999988079071E-4	5.89999973773956E-4	0.00176999998092651
1161.5	1.59999996423721E-4	6.10000014305115E-4	6.39999985694885E-4	0.00180999994277954
1161.75	1.50000005960464E-4	4.69999998807907E-4	7.79999971389771E-4	0.00195000004768372
1162	1.50000005960464E-4	2.70000010728836E-4	0.00101999998092651	0.00209999990463257
1162.25	1.80000007152557E-4	1.00000001490116E-4	0.00127999997138977	0.00217000007629395
1162.5	2.09999993443489E-4	-5.99999986588955E-5	0.00154999995231628	0.0021800000667572
1162.75	3.10000002384186E-4	-9.9999997764826E-6	0.00169000005722046	0.00204999995231628
1163	3.19999992847443E-4	1.99999995529652E-5	0.00177999997138977	0.0019099999666214
1163.25	2.8999999165535E-4	1.70000001788139E-4	0.00191999995708466	0.0019099999666214
1163.5	1.89999997615814E-4	1.50000005960464E-4	0.00207999992370605	0.00186000001430511
1163.75	5.99999986588955E-5	2.99999993294477E-5	0.00225999999046326	0.0019099999666214
1164	-7.00000002980232E-5	-5.00000007450581E-5	0.00233999991416931	0.00186000001430511
1164.25	-3.60000014305115E-4	-3.30000013113022E-4	0.00244000005722046	0.0018400000333786
1164.5	-7.40000009536743E-4	-5.40000021457672E-4	0.0025699999332428	0.00187000000476837
1164.75	-0.00125999999046326	-8.39999973773956E-4	0.00257999992370605	0.00183000004291534
1165	-0.00175999999046326	-9.59999978542328E-4	0.00265000009536743	0.00175
1165.25	-0.00211999988555908	-8.10000002384186E-4	0.00264000010490417	0.00162000000476837
1165.5	-0.00228999996185303	-5.79999983310699E-4	0.00264000010490417	0.0015900000333786
1165.75	-0.00232999992370605	-1.00000001490116E-4	0.00260999989509583	0.00171000003814697
1166	-0.00211999988555908	4.00000005960464E-4	0.00255999994277954	0.00192999994754791
1166.25	-0.00173000001907349	8.79999995231628E-4	0.00264000010490417	0.00208999991416931
1166.5	-0.0011599999666214	0.00139999997615814	0.00254999995231628	0.00224000000953674
1166.75	-7.20000028610229E-4	0.00166999995708466	0.00257999992370605	0.00227999997138977
1167	-3.40000003576279E-4	0.00195000004768372	0.00251999998092651	0.00224000000953674
1167.25	-7.00000002980232E-5	0.00205999994277954	0.00242000007629395	0.00215000009536743
1167.5	9.00000035762787E-5	0.00216000008583069	0.0021800000667572	0.0018400000333786
1167.75	2.19999998807907E-4	0.00211999988555908	0.00179999995231628	0.00158000004291534
1168	3.10000002384186E-4	0.00200999999046326	0.0015	0.00117999994754791
1168.25	4.49999988079071E-4	0.0018400000333786	0.0011599999666214	9.80000019073486E-4
1168.5	4.49999988079071E-4	0.00174000000953674	0.0010900000333786	8.70000004768372E-4
1168.75	5.29999971389771E-4	0.00166999995708466	0.00104999995231628	8.10000002384186E-4
1169	5.19999980926514E-4	0.00151999998092651	0.00103999996185303	7.90000021457672E-4
1169.25	5.89999973773956E-4	0.00138999998569489	9.59999978542328E-4	5.79999983310699E-4
1169.5	6.20000004768372E-4	0.00125999999046326	8.00000011920929E-4	5E-4
1169.75	6.20000004768372E-4	0.00112000000476837	8.29999983310699E-4	3.79999995231628E-4
1170	6.70000016689301E-4	0.00104999995231628	7.20000028610229E-4	3.89999985694885E-4
1170.25	6.20000004768372E-4	9.39999997615814E-4	6.00000023841858E-4	3.00000011920929E-4
1170.5	6.00000023841858E-4	9.70000028610229E-4	3.40000003576279E-4	1.59999996423721E-4
1170.75	5.69999992847443E-4	9.70000028610229E-4	5.00000007450581E-5	0
1171	5.09999990463257E-4	9.59999978542328E-4	-1.89999997615814E-4	-1.19999997317791E-4
1171.25	5.40000021457672E-4	0.00101999998092651	-4.49999988079071E-4	-1.00000001490116E-4
1171.5	5.40000021457672E-4	9.30000007152557E-4	-5.29999971389771E-4	-2.99999993294477E-5
1171.75	6.00000023841858E-4	9.10000026226044E-4	-6.00000023841858E-4	-3.99999991059303E-5
1172	6.20000004768372E-4	7.5E-4	-7.30000019073486E-4	-7.99999982118607E-5
1172.25	5.69999992847443E-4	5.60000002384186E-4	-8.10000002384186E-4	-2.19999998807907E-4
1172.5	5.19999980926514E-4	2.59999990463257E-4	-8.79999995231628E-4	-3.79999995231628E-4
1172.75	4.30000007152557E-4	-9.00000035762787E-5	-9.20000016689301E-4	-5.40000021457672E-4
1173	3.30000013113022E-4	-2.8999999165535E-4	-9.59999978542328E-4	-8.10000002384186E-4
1173.25	3.10000002384186E-4	-4.69999998807907E-4	-0.00105999994277954	-0.00103999996185303
1173.5	2.39999994635582E-4	-5E-4	-0.0010900000333786	-0.00137999999523163
1173.75	3.10000002384186E-4	-4.90000009536743E-4	-0.00122000002861023	-0.00154999995231628
1174	3.30000013113022E-4	-4.30000007152557E-4	-0.00119000005722046	-0.00164999997615814
1174.25	4.30000007152557E-4	-3.60000014305115E-4	-0.00120000004768372	-0.00164999997615814
1174.5	5.69999992847443E-4	-4.00000005960464E-4	-0.00121000003814697	-0.00162000000476837
1174.75	6.49999976158142E-4	-3.00000011920929E-4	-0.00138999998569489	-0.00169000005722046
1175	7.79999971389771E-4	-2.59999990463257E-4	-0.00163999998569489	-0.00162000000476837
1175.25	7.90000021457672E-4	-1.19999997317791E-4	-0.00176999998092651	-0.00150999999046326
1175.5	7.5E-4	-1.99999995529652E-5	-0.00203999996185303	-0.00125999999046326
1175.75	6.00000023841858E-4	5.00000007450581E-5	-0.0021800000667572	-0.00107000005245209
1176	4.39999997615814E-4	2.19999998807907E-4	-0.00241000008583069	-9.30000007152557E-4
1176.25	3.40000003576279E-4	4.00000005960464E-4	-0.00248000001907349	-8.79999995231628E-4
1176.5	1.59999996423721E-4	5.60000002384186E-4	-0.00235999989509583	-7.90000021457672E-4
1176.75	-1.99999995529652E-5	6.80000007152557E-4	-0.00204999995231628	-5.89999973773956E-4
1177	-2.59999990463257E-4	5.29999971389771E-4	-0.00145000004768372	-3.60000014305115E-4
1177.25	-4.39999997615814E-4	4.69999998807907E-4	-9.80000019073486E-4	-1.80000007152557E-4
1177.5	-5.89999973773956E-4	2.80000001192093E-4	-4.69999998807907E-4	-1.40000000596046E-4
1177.75	-7.09999978542328E-4	1.29999995231628E-4	-5.99999986588955E-5	-1.59999996423721E-4
1178	-7.5E-4	0	2.59999990463257E-4	-1.80000007152557E-4
1178.25	-8.10000002384186E-4	-1.19999997317791E-4	5.69999992847443E-4	-2.5E-4
1178.5	-7.79999971389771E-4	-7.00000002980232E-5	6.29999995231628E-4	-2.80000001192093E-4
1178.75	-7.09999978542328E-4	-9.00000035762787E-5	6.89999997615814E-4	-3.10000002384186E-4
1179	-5.29999971389771E-4	-5.00000007450581E-5	4.79999989271164E-4	-3.30000013113022E-4
1179.25	-3.70000004768372E-4	-5.99999986588955E-5	3.49999994039536E-4	-3.40000003576279E-4
1179.5	-2.5E-4	-1.70000001788139E-4	2.70000010728836E-4	-2.70000010728836E-4
1179.75	-1.59999996423721E-4	-2.19999998807907E-4	1.59999996423721E-4	-2.09999993443489E-4
1180	-1.59999996423721E-4	-3.70000004768372E-4	-9.00000035762787E-5	-3.00000011920929E-4
1180.25	-2.09999993443489E-4	-2.80000001192093E-4	-4.79999989271164E-4	-3.60000014305115E-4
1180.5	-3.40000003576279E-4	-2.59999990463257E-4	-8.00000011920929E-4	-4.6000000834465E-4
1180.75	-5.40000021457672E-4	-2.70000010728836E-4	-9.20000016689301E-4	-3.70000004768372E-4
1181	-7.5E-4	-3.10000002384186E-4	-9.80000019073486E-4	-3.10000002384186E-4
1181.25	-9.80000019073486E-4	-5.79999983310699E-4	-7.90000021457672E-4	-2.00000002980232E-4
1181.5	-0.00114999997615814	-6.99999988079071E-4	-6.00000023841858E-4	-1.99999995529652E-5
1181.75	-0.00121000003814697	-0.00103999996185303	-3.70000004768372E-4	7.99999982118607E-5
1182	-0.00121000003814697	-0.00117999994754791	-2.30000004172325E-4	1.70000001788139E-4
1182.25	-0.00108000004291534	-0.00124000000953674	-1.80000007152557E-4	1.40000000596046E-4
1182.5	-9.80000019073486E-4	-0.00127999997138977	-9.00000035762787E-5	5.99999986588955E-5
1182.75	-8.39999973773956E-4	-0.00119000005722046	-1.59999996423721E-4	-1.00000001490116E-4
1183	-6.70000016689301E-4	-0.00114999997615814	-2.30000004172325E-4	-3.79999995231628E-4
1183.25	-5.19999980926514E-4	-0.001	-2.8999999165535E-4	-7.09999978542328E-4
1183.5	-3.30000013113022E-4	-8.89999985694885E-4	-2.19999998807907E-4	-9.39999997615814E-4
1183.75	-2.19999998807907E-4	-8.19999992847443E-4	0	-0.00103999996185303
1184	-3.99999991059303E-5	-6.89999997615814E-4	2.09999993443489E-4	-0.0010900000333786
1184.25	9.00000035762787E-5	-5.89999973773956E-4	4.00000005960464E-4	-0.0010900000333786
1184.5	2.5E-4	-4.09999996423721E-4	3.89999985694885E-4	-0.00116999995708466
1184.75	3.30000013113022E-4	-1.89999997615814E-4	3.10000002384186E-4	-0.00120000004768372
1185	3.79999995231628E-4	-1.99999995529652E-5	2.70000010728836E-4	-0.00123000001907349
1185.25	3.60000014305115E-4	7.00000002980232E-5	1.50000005960464E-4	-0.00130999994277954
1185.5	2.80000001192093E-4	3.99999991059303E-5	9.9999997764826E-6	-0.00139999997615814
1185.75	1.70000001788139E-4	1.99999995529652E-5	-2.59999990463257E-4	-0.00152999997138977
1186	5.00000007450581E-5	9.00000035762787E-5	-4.79999989271164E-4	-0.00157000005245209
1186.25	-7.99999982118607E-5	5.00000007450581E-5	-6.39999985694885E-4	-0.00151999998092651
1186.5	-2.19999998807907E-4	9.00000035762787E-5	-8.19999992847443E-4	-0.0014099999666214
1186.75	-3.30000013113022E-4	9.9999997764826E-6	-8.39999973773956E-4	-0.00128999996185303
1187	-4.39999997615814E-4	1.99999995529652E-5	-9.20000016689301E-4	-0.00125
1187.25	-5.29999971389771E-4	-5.00000007450581E-5	-8.19999992847443E-4	-0.00120000004768372
1187.5	-6.00000023841858E-4	-2.19999998807907E-4	-6.80000007152557E-4	-0.00111000001430511
1187.75	-6.60000026226044E-4	-4.30000007152557E-4	-5E-4	-9.70000028610229E-4
1188	-6.70000016689301E-4	-6.20000004768372E-4	-3.49999994039536E-4	-9.20000016689301E-4
1188.25	-6.29999995231628E-4	-7.09999978542328E-4	-3.10000002384186E-4	-9.49999988079071E-4
1188.5	-5.29999971389771E-4	-7.5E-4	-3.49999994039536E-4	-0.00103999996185303
1188.75	-4.30000007152557E-4	-8.10000002384186E-4	-4.49999988079071E-4	-0.00114999997615814
1189	-3.79999995231628E-4	-8.39999973773956E-4	-5.60000002384186E-4	-0.00121000003814697
1189.25	-3.19999992847443E-4	-8.50000023841858E-4	-5.60000002384186E-4	-0.00125
1189.5	-3.19999992847443E-4	-8.39999973773956E-4	-5.69999992847443E-4	-0.00122000002861023
1189.75	-2.5E-4	-6.99999988079071E-4	-6.39999985694885E-4	-0.00126999998092651
1190	-2.8999999165535E-4	-6.20000004768372E-4	-8.50000023841858E-4	-0.00125
1190.25	-3.49999994039536E-4	-5.69999992847443E-4	-0.00101999998092651	-0.00120000004768372
1190.5	-4.49999988079071E-4	-6.99999988079071E-4	-0.00112999999523163	-0.001
1190.75	-5.40000021457672E-4	-8.50000023841858E-4	-0.00123000001907349	-8.79999995231628E-4
1191	-6.29999995231628E-4	-8.60000014305115E-4	-0.00138999998569489	-8.10000002384186E-4
1191.25	-7.09999978542328E-4	-8.79999995231628E-4	-0.00148000001907349	-7.30000019073486E-4
1191.5	-8.70000004768372E-4	-8.39999973773956E-4	-0.00161000001430511	-7.69999980926514E-4
1191.75	-9.80000019073486E-4	-8.50000023841858E-4	-0.00170000004768372	-7.20000028610229E-4
1192	-0.00105999994277954	-9.20000016689301E-4	-0.00174000000953674	-7.40000009536743E-4
1192.25	-0.00102999997138977	-8.60000014305115E-4	-0.00171000003814697	-5.79999983310699E-4
1192.5	-9.30000007152557E-4	-8.39999973773956E-4	-0.00167999994754791	-4.09999996423721E-4
1192.75	-8.79999995231628E-4	-7.30000019073486E-4	-0.00164999997615814	-3.19999992847443E-4
1193	-7.59999990463257E-4	-6.10000014305115E-4	-0.00160000002384186	-2.19999998807907E-4
1193.25	-6.70000016689301E-4	-6.39999985694885E-4	-0.0014099999666214	-2.09999993443489E-4
1193.5	-5.50000011920929E-4	-5.60000002384186E-4	-0.00126999998092651	-2.19999998807907E-4
1193.75	-4.30000007152557E-4	-4.69999998807907E-4	-0.001	-1.80000007152557E-4
1194	-4.00000005960464E-4	-3.19999992847443E-4	-7.59999990463257E-4	-2.8999999165535E-4
1194.25	-3.10000002384186E-4	-1.40000000596046E-4	-5.09999990463257E-4	-3.19999992847443E-4
1194.5	-2.8999999165535E-4	-5.00000007450581E-5	-3.19999992847443E-4	-4.39999997615814E-4
1194.75	-2.5E-4	9.00000035762787E-5	-1.09999999403954E-4	-3.70000004768372E-4
1195	-2.19999998807907E-4	1.59999996423721E-4	2.70000010728836E-4	-1.40000000596046E-4
1195.25	-1.80000007152557E-4	1.50000005960464E-4	5.60000002384186E-4	5.00000007450581E-5
1195.5	-1.59999996423721E-4	1.89999997615814E-4	8.79999995231628E-4	2.09999993443489E-4
1195.75	-1.89999997615814E-4	1.99999995529652E-5	0.00112000000476837	2.59999990463257E-4
1196	-2.59999990463257E-4	-9.00000035762787E-5	0.00129999995231628	3.10000002384186E-4
1196.25	-3.70000004768372E-4	-3.70000004768372E-4	0.00139999997615814	3.30000013113022E-4
1196.5	-5.69999992847443E-4	-6.89999997615814E-4	0.00133000004291534	2.09999993443489E-4
1196.75	-8.10000002384186E-4	-0.00107000005245209	0.00123000001907349	7.99999982118607E-5
1197	-0.0010900000333786	-0.00145000004768372	0.00100999999046326	0
1197.25	-0.00147000002861023	-0.00177999997138977	7.59999990463257E-4	-1.99999995529652E-5
1197.5	-0.00177999997138977	-0.00200999999046326	5.69999992847443E-4	5.00000007450581E-5
1197.75	-0.00194000005722046	-0.0021800000667572	4.30000007152557E-4	7.00000002980232E-5
1198	-0.00179999995231628	-0.00198000001907349	2.59999990463257E-4	3.99999991059303E-5
1198.25	-0.00147000002861023	-0.00173000001907349	9.00000035762787E-5	2.99999993294477E-5
1198.5	-0.00101999998092651	-0.00125	-1.59999996423721E-4	-2.99999993294477E-5
1198.75	-6.29999995231628E-4	-9.20000016689301E-4	-4.19999986886978E-4	-1.99999995529652E-5
1199	-3.30000013113022E-4	-6.49999976158142E-4	-8.00000011920929E-4	-1.40000000596046E-4
1199.25	-1.19999997317791E-4	-4.39999997615814E-4	-0.00112999999523163	-2.19999998807907E-4
1199.5	2.99999993294477E-5	-3.60000014305115E-4	-0.0013400000333786	-2.80000001192093E-4
1199.75	1.19999997317791E-4	-2.59999990463257E-4	-0.00142999994754791	-3.49999994039536E-4
1200	1.59999996423721E-4	-3.30000013113022E-4	-0.00147000002861023	-3.30000013113022E-4
1200.25	1.89999997615814E-4	-4.09999996423721E-4	-0.00148000001907349	-3.49999994039536E-4
1200.5	2.8999999165535E-4	-4.6000000834465E-4	-0.00139999997615814	-2.8999999165535E-4
1200.75	3.60000014305115E-4	-5.50000011920929E-4	-0.00125	-2.5E-4
1201	4.69999998807907E-4	-4.39999997615814E-4	-0.00105999994277954	-1.59999996423721E-4
1201.25	6.00000023841858E-4	-4.90000009536743E-4	-7.69999980926514E-4	-1.29999995231628E-4
1201.5	6.70000016689301E-4	-4.39999997615814E-4	-5E-4	-9.00000035762787E-5
1201.75	7.40000009536743E-4	-3.79999995231628E-4	-2.39999994635582E-4	-1.89999997615814E-4
1202	7.79999971389771E-4	-3.30000013113022E-4	-5.99999986588955E-5	-2.30000004172325E-4
1202.25	8.10000002384186E-4	-1.09999999403954E-4	1.70000001788139E-4	-2.70000010728836E-4
1202.5	8.19999992847443E-4	0	4.09999996423721E-4	-1.19999997317791E-4
1202.75	7.69999980926514E-4	1.19999997317791E-4	6.99999988079071E-4	1.19999997317791E-4
1203	8.39999973773956E-4	2.80000001192093E-4	9.20000016689301E-4	3.10000002384186E-4
1203.25	9.49999988079071E-4	3.00000011920929E-4	0.0011599999666214	5.29999971389771E-4
1203.5	0.00111000001430511	4.90000009536743E-4	0.00135000002384186	6.39999985694885E-4
1203.75	0.00125999999046326	5.50000011920929E-4	0.00155999994277954	9.49999988079071E-4
1204	0.00136000001430511	5.09999990463257E-4	0.00172000002861023	0.00110000002384186
1204.25	0.00147000002861023	4.69999998807907E-4	0.00171000003814697	0.00122000002861023
1204.5	0.00154999995231628	4.19999986886978E-4	0.0015900000333786	0.00105999994277954
1204.75	0.0016599999666214	5.79999983310699E-4	0.00137999999523163	9.20000016689301E-4
1205	0.00171000003814697	6.29999995231628E-4	0.00124000000953674	8.29999983310699E-4
1205.25	0.00166999995708466	6.49999976158142E-4	0.00108000004291534	7.79999971389771E-4
1205.5	0.00166999995708466	6.99999988079071E-4	9.10000026226044E-4	8.19999992847443E-4
1205.75	0.00162999999523163	6.60000026226044E-4	8.00000011920929E-4	8.29999983310699E-4
1206	0.00171000003814697	6.99999988079071E-4	6.00000023841858E-4	9.30000007152557E-4
1206.25	0.00171000003814697	6.49999976158142E-4	5.19999980926514E-4	9.59999978542328E-4
1206.5	0.00166999995708466	6.00000023841858E-4	4.39999997615814E-4	0.00101999998092651
1206.75	0.00166999995708466	5E-4	4.69999998807907E-4	0.0010900000333786
1207	0.00154999995231628	3.60000014305115E-4	4.00000005960464E-4	0.00108000004291534
1207.25	0.00150999999046326	3.30000013113022E-4	2.30000004172325E-4	0.001
1207.5	0.00136000001430511	2.39999994635582E-4	7.99999982118607E-5	8.39999973773956E-4
1207.75	0.00124000000953674	1.70000001788139E-4	-9.00000035762787E-5	7.40000009536743E-4
1208	0.00111000001430511	2.30000004172325E-4	-1.50000005960464E-4	7.09999978542328E-4
1208.25	0.00100999999046326	2.30000004172325E-4	-1.00000001490116E-4	7.79999971389771E-4
1208.5	0.001	4.39999997615814E-4	0	8.89999985694885E-4
1208.75	0.00105999994277954	5.29999971389771E-4	1.00000001490116E-4	9.59999978542328E-4
1209	0.00113999998569489	7.40000009536743E-4	1.40000000596046E-4	9.70000028610229E-4
1209.25	0.00125999999046326	9.10000026226044E-4	2.59999990463257E-4	9.39999997615814E-4
1209.5	0.00132000005245209	9.30000007152557E-4	4.30000007152557E-4	8.99999976158142E-4
1209.75	0.00141999995708466	0.001	5E-4	7.5E-4
1210	0.00137000000476837	9.30000007152557E-4	5.09999990463257E-4	6.60000026226044E-4
1210.25	0.00129999995231628	9.10000026226044E-4	5E-4	4.49999988079071E-4
1210.5	0.00112000000476837	8.39999973773956E-4	4.6000000834465E-4	2.70000010728836E-4
1210.75	8.79999995231628E-4	7.40000009536743E-4	3.79999995231628E-4	7.00000002980232E-5
1211	6.10000014305115E-4	6.49999976158142E-4	3.79999995231628E-4	-9.00000035762787E-5
1211.25	3.49999994039536E-4	5.40000021457672E-4	4.39999997615814E-4	-9.00000035762787E-5
1211.5	1.59999996423721E-4	3.89999985694885E-4	4.69999998807907E-4	-1.50000005960464E-4
1211.75	-5.00000007450581E-5	2.8999999165535E-4	4.30000007152557E-4	-7.99999982118607E-5
1212	-2.59999990463257E-4	1.09999999403954E-4	3.60000014305115E-4	9.9999997764826E-6
1212.25	-4.49999988079071E-4	2.99999993294477E-5	2.39999994635582E-4	1.40000000596046E-4
1212.5	-6.39999985694885E-4	-2.09999993443489E-4	7.00000002980232E-5	2.70000010728836E-4
1212.75	-7.59999990463257E-4	-3.19999992847443E-4	-1.59999996423721E-4	2.19999998807907E-4
1213	-8.79999995231628E-4	-4.79999989271164E-4	-4.09999996423721E-4	1.70000001788139E-4
1213.25	-9.70000028610229E-4	-5.60000002384186E-4	-4.69999998807907E-4	1.19999997317791E-4
1213.5	-9.80000019073486E-4	-5.69999992847443E-4	-4.19999986886978E-4	5.99999986588955E-5
1213.75	-9.90000009536743E-4	-5.50000011920929E-4	-1.89999997615814E-4	3.99999991059303E-5
1214	-8.79999995231628E-4	-3.60000014305115E-4	7.00000002980232E-5	-9.00000035762787E-5
1214.25	-8.00000011920929E-4	-2.59999990463257E-4	3.70000004768372E-4	-9.00000035762787E-5
1214.5	-6.00000023841858E-4	1.99999995529652E-5	7.69999980926514E-4	-5.00000007450581E-5
1214.75	-3.49999994039536E-4	1.09999999403954E-4	0.00108000004291534	1.29999995231628E-4
1215	-1.80000007152557E-4	1.89999997615814E-4	0.00136000001430511	2.5E-4
1215.25	1.99999995529652E-5	2.30000004172325E-4	0.00142999994754791	2.8999999165535E-4
1215.5	1.29999995231628E-4	1.59999996423721E-4	0.00139999997615814	3.49999994039536E-4
1215.75	2.8999999165535E-4	2.00000002980232E-4	0.00135000002384186	2.59999990463257E-4
1216	3.40000003576279E-4	5.00000007450581E-5	0.00112999999523163	3.19999992847443E-4
1216.25	3.19999992847443E-4	9.9999997764826E-6	0.00103999996185303	2.09999993443489E-4
1216.5	4.00000005960464E-4	-7.00000002980232E-5	7.69999980926514E-4	2.19999998807907E-4
1216.75	4.39999997615814E-4	-1.80000007152557E-4	5E-4	1.19999997317791E-4
1217	5E-4	-1.40000000596046E-4	1.50000005960464E-4	0
1217.25	3.60000014305115E-4	-2.70000010728836E-4	-1.50000005960464E-4	-1.99999995529652E-5
1217.5	1.19999997317791E-4	-4.79999989271164E-4	-2.19999998807907E-4	-5.99999986588955E-5
1217.75	-1.59999996423721E-4	-7.40000009536743E-4	-3.10000002384186E-4	1.99999995529652E-5
1218	-4.69999998807907E-4	-9.10000026226044E-4	-1.70000001788139E-4	-5.00000007450581E-5
1218.25	-7.40000009536743E-4	-9.49999988079071E-4	-1.59999996423721E-4	-9.9999997764826E-6
1218.5	-0.00105999994277954	-0.00114999997615814	-1.99999995529652E-5	-1.99999995529652E-5
1218.75	-0.00132000005245209	-0.0011599999666214	0	-2.99999993294477E-5
1219	-0.00145000004768372	-0.00124000000953674	9.9999997764826E-6	3.99999991059303E-5
1219.25	-0.00146000003814697	-0.0010900000333786	1.59999996423721E-4	3.99999991059303E-5
1219.5	-0.00125	-0.00104999995231628	1.50000005960464E-4	1.50000005960464E-4
1219.75	-0.00122000002861023	-8.79999995231628E-4	2.00000002980232E-4	1.50000005960464E-4
1220	-0.00104999995231628	-6.80000007152557E-4	1.59999996423721E-4	1.59999996423721E-4
1220.25	-9.80000019073486E-4	-6.39999985694885E-4	2.00000002980232E-4	2.39999994635582E-4
1220.5	-7.09999978542328E-4	-5.69999992847443E-4	2.5E-4	1.29999995231628E-4
1220.75	-6.00000023841858E-4	-5.69999992847443E-4	1.40000000596046E-4	1.40000000596046E-4
1221	-5.79999983310699E-4	-6.00000023841858E-4	1.40000000596046E-4	9.9999997764826E-6
1221.25	-6.00000023841858E-4	-6.10000014305115E-4	1.99999995529652E-5	-9.9999997764826E-6
1221.5	-7.30000019073486E-4	-7.79999971389771E-4	-1.00000001490116E-4	-5.99999986588955E-5
1221.75	-8.10000002384186E-4	-7.69999980926514E-4	-1.70000001788139E-4	-1.59999996423721E-4
1222	-9.80000019073486E-4	-8.50000023841858E-4	-3.30000013113022E-4	-1.09999999403954E-4
1222.25	-0.00108000004291534	-9.20000016689301E-4	-3.60000014305115E-4	-1.29999995231628E-4
1222.5	-0.00114999997615814	-0.00100999999046326	-5.69999992847443E-4	-9.00000035762787E-5
1222.75	-0.00125	-0.00124000000953674	-5.50000011920929E-4	-7.99999982118607E-5
1223	-0.00125999999046326	-0.00133000004291534	-6.39999985694885E-4	-3.99999991059303E-5
1223.25	-0.00137999999523163	-0.00147000002861023	-7.09999978542328E-4	5.99999986588955E-5
1223.5	-0.00142999994754791	-0.00153999996185303	-7.59999990463257E-4	-7.99999982118607E-5
1223.75	-0.00149000000953674	-0.0016599999666214	-8.99999976158142E-4	-1.40000000596046E-4
1224	-0.00160000002384186	-0.00187999999523163	-9.90000009536743E-4	-3.40000003576279E-4
1224.25	-0.00166999995708466	-0.0019099999666214	-0.00119000005722046	-3.10000002384186E-4
1224.5	-0.00177999997138977	-0.00199000000953674	-0.00130999994277954	-2.8999999165535E-4
1224.75	-0.00191999995708466	-0.00228999996185303	-0.00136000001430511	-2.59999990463257E-4
1225	-0.00194000005722046	-0.00241000008583069	-0.00145000004768372	-2.39999994635582E-4
1225.25	-0.00189999997615814	-0.00247000002861023	-0.00137000000476837	-3.60000014305115E-4
1225.5	-0.00158000004291534	-0.00219000005722046	-0.00133000004291534	-3.00000011920929E-4
1225.75	-0.00145000004768372	-0.0020699999332428	-0.00124000000953674	-3.89999985694885E-4
1226	-0.00128999996185303	-0.00201999998092651	-0.00137000000476837	-5.09999990463257E-4
1226.25	-0.00125	-0.0018400000333786	-0.00162000000476837	-6.49999976158142E-4
1226.5	-0.00117999994754791	-0.00174000000953674	-0.00164999997615814	-8.79999995231628E-4
1226.75	-0.00114999997615814	-0.0015	-0.00170000004768372	-9.20000016689301E-4
1227	-0.00120000004768372	-0.00144000005722046	-0.00152999997138977	-9.49999988079071E-4
1227.25	-0.00125999999046326	-0.0013400000333786	-0.00139999997615814	-8.50000023841858E-4
1227.5	-0.00125	-0.00125	-0.0011599999666214	-7.20000028610229E-4
1227.75	-0.00122000002861023	-0.00117999994754791	-9.30000007152557E-4	-6.49999976158142E-4
1228	-0.00108000004291534	-9.59999978542328E-4	-7.90000021457672E-4	-4.90000009536743E-4
1228.25	-9.80000019073486E-4	-9.39999997615814E-4	-5.79999983310699E-4	-3.70000004768372E-4
1228.5	-8.19999992847443E-4	-7.90000021457672E-4	-4.00000005960464E-4	-2.30000004172325E-4
1228.75	-6.89999997615814E-4	-7.90000021457672E-4	-3.00000011920929E-4	-3.00000011920929E-4
1229	-5.69999992847443E-4	-8.10000002384186E-4	-3.79999995231628E-4	-2.70000010728836E-4
1229.25	-5.60000002384186E-4	-8.29999983310699E-4	-6.10000014305115E-4	-3.49999994039536E-4
1229.5	-8.00000011920929E-4	-0.00104999995231628	-8.29999983310699E-4	-3.19999992847443E-4
